paymentId,orderId,customerId,amount,currency,paymentDate,paymentMethod,status,gateway,description
PAY-100365,ORD-500365,CUS-200365,95791.49,INR,2026-07-09T14:34:35.480Z,NETBANKING,SUCCESS,QuickPay,Order ORD-500365 payment
PAY-100366,ORD-500366,CUS-200366,1240.99,INR,2026-07-21T17:27:23.476Z,NETBANKING,SUCCESS,PayGateway,Order ORD-500366 payment
PAY-100367,ORD-500367,CUS-200367,12375.15,INR,2026-08-26T11:39:01.204Z,WALLET,SUCCESS,QuickPay,Order ORD-500367 payment
PAY-100368,ORD-500368,CUS-200368,97647.89,INR,2026-07-14T20:50:59.398Z,NETBANKING,SUCCESS,QuickPay,Order ORD-500368 payment
PAY-100369,ORD-500369,CUS-200369,40311.79,INR,2026-08-14T19:38:28.311Z,NETBANKING,SUCCESS,SyntheticPay,Order ORD-500369 payment
PAY-100370,ORD-500370,CUS-200370,7109.62,INR,2026-07-12T08:11:36.174Z,UPI,SUCCESS,QuickPay,Order ORD-500370 payment
PAY-100371,ORD-500371,CUS-200371,68387.53,INR,2026-08-29T23:40:35.975Z,CARD,SUCCESS,QuickPay,Order ORD-500371 payment
PAY-100372,ORD-500372,CUS-200372,55555.86,INR,2026-08-19T05:36:23.235Z,UPI,SUCCESS,QuickPay,Order ORD-500372 payment
PAY-100373,ORD-500373,CUS-200373,45420.26,INR,2026-07-15T16:46:53.395Z,CARD,SUCCESS,PayGateway,Order ORD-500373 payment
PAY-100374,ORD-500374,CUS-200374,88623.24,INR,2026-08-12T20:59:26.102Z,CARD,SUCCESS,SyntheticPay,Order ORD-500374 payment
PAY-100375,ORD-500375,CUS-200375,13772.53,INR,2026-07-08T12:20:05.940Z,WALLET,SUCCESS,QuickPay,Order ORD-500375 payment
PAY-100376,ORD-500376,CUS-200376,1843.09,INR,2026-07-14T13:31:24.579Z,WALLET,SUCCESS,PayGateway,Order ORD-500376 payment
PAY-100377,ORD-500377,CUS-200377,70661.52,INR,2026-08-03T03:06:04.509Z,UPI,SUCCESS,SyntheticPay,Order ORD-500377 payment
PAY-100378,ORD-500378,CUS-200378,68475.8,INR,2026-08-24T16:12:11.565Z,NETBANKING,SUCCESS,SyntheticPay,Order ORD-500378 payment
PAY-100379,ORD-500379,CUS-200379,9374.84,INR,2026-07-02T12:40:32.122Z,CARD,SUCCESS,SyntheticPay,Order ORD-500379 payment
PAY-100380,ORD-500380,CUS-200380,69272.38,INR,2026-08-02T12:49:13.013Z,WALLET,SUCCESS,PayGateway,Order ORD-500380 payment
PAY-100381,ORD-500381,CUS-200381,66356.37,INR,2026-07-19T13:29:38.581Z,WALLET,SUCCESS,PayGateway,Order ORD-500381 payment
PAY-100382,ORD-500382,CUS-200382,71959.43,INR,2026-08-27T03:04:18.994Z,WALLET,SUCCESS,SyntheticPay,Order ORD-500382 payment
PAY-100383,ORD-500383,CUS-200383,13734.78,INR,2026-08-01T20:47:45.940Z,WALLET,SUCCESS,QuickPay,Order ORD-500383 payment
PAY-100384,ORD-500384,CUS-200384,58918.35,INR,2026-07-18T19:03:20.124Z,WALLET,SUCCESS,SyntheticPay,Order ORD-500384 payment
PAY-100385,ORD-500385,CUS-200385,15554.3,INR,2026-07-03T21:36:34.399Z,CARD,SUCCESS,QuickPay,Order ORD-500385 payment
PAY-100386,ORD-500386,CUS-200386,70981.64,INR,2026-07-14T00:35:23.057Z,NETBANKING,SUCCESS,SyntheticPay,Order ORD-500386 payment
PAY-100387,ORD-500387,CUS-200387,47993.35,INR,2026-08-22T17:26:40.107Z,CARD,SUCCESS,SyntheticPay,Order ORD-500387 payment
PAY-100388,ORD-500388,CUS-200388,21866.67,INR,2026-08-02T13:12:33.067Z,UPI,SUCCESS,PayGateway,Order ORD-500388 payment
PAY-100389,ORD-500389,CUS-200389,98065.65,INR,2026-08-09T16:26:13.206Z,UPI,SUCCESS,SyntheticPay,Order ORD-500389 payment
PAY-100390,ORD-500390,CUS-200390,61530.57,INR,2026-08-30T10:46:01.159Z,NETBANKING,SUCCESS,SyntheticPay,Order ORD-500390 payment
PAY-100391,ORD-500391,CUS-200391,29038.36,INR,2026-08-09T16:40:36.407Z,WALLET,SUCCESS,SyntheticPay,Order ORD-500391 payment
PAY-100392,ORD-500392,CUS-200392,17226.05,INR,2026-07-22T05:50:57.490Z,WALLET,SUCCESS,QuickPay,Order ORD-500392 payment
PAY-100393,ORD-500393,CUS-200393,76499.66,INR,2026-07-21T08:52:51.145Z,CARD,SUCCESS,QuickPay,Order ORD-500393 payment
PAY-100394,ORD-500394,CUS-200394,39486.49,INR,2026-08-26T09:10:12.297Z,WALLET,SUCCESS,QuickPay,Order ORD-500394 payment
PAY-100395,ORD-500395,CUS-200395,29967.63,INR,2026-07-09T16:56:40.343Z,UPI,SUCCESS,SyntheticPay,Order ORD-500395 payment
PAY-100396,ORD-500396,CUS-200396,22038.99,INR,2026-07-26T03:15:39.838Z,CARD,SUCCESS,PayGateway,Order ORD-500396 payment
PAY-100397,ORD-500397,CUS-200397,19680.07,INR,2026-07-29T16:42:13.615Z,UPI,SUCCESS,QuickPay,Order ORD-500397 payment
PAY-100398,ORD-500398,CUS-200398,63553.19,INR,2026-08-28T11:36:30.315Z,WALLET,SUCCESS,QuickPay,Order ORD-500398 payment
PAY-100399,ORD-500399,CUS-200399,51295.72,INR,2026-08-25T01:59:12.662Z,CARD,SUCCESS,PayGateway,Order ORD-500399 payment
PAY-100400,ORD-500400,CUS-200400,94552.21,INR,2026-07-08T21:24:39.035Z,WALLET,SUCCESS,QuickPay,Order ORD-500400 payment
PAY-100401,ORD-500401,CUS-200401,18120.95,INR,2026-08-18T10:12:41.464Z,NETBANKING,SUCCESS,PayGateway,Order ORD-500401 payment
PAY-100402,ORD-500402,CUS-200402,19757.7,INR,2026-07-23T17:50:41.513Z,WALLET,SUCCESS,PayGateway,Order ORD-500402 payment
PAY-100403,ORD-500403,CUS-200403,10009.17,INR,2026-08-29T00:54:07.746Z,CARD,SUCCESS,SyntheticPay,Order ORD-500403 payment
PAY-100404,ORD-500404,CUS-200404,18182.58,INR,2026-07-17T11:37:17.538Z,CARD,SUCCESS,QuickPay,Order ORD-500404 payment
PAY-100405,ORD-500405,CUS-200405,49012.33,INR,2026-08-20T23:03:19.086Z,UPI,SUCCESS,PayGateway,Order ORD-500405 payment
PAY-100406,ORD-500406,CUS-200406,25770.34,INR,2026-08-29T23:12:16.644Z,NETBANKING,SUCCESS,SyntheticPay,Order ORD-500406 payment
PAY-100407,ORD-500407,CUS-200407,79149.6,INR,2026-07-01T06:46:28.893Z,WALLET,SUCCESS,QuickPay,Order ORD-500407 payment
PAY-100408,ORD-500408,CUS-200408,76089.77,INR,2026-07-15T23:50:01.765Z,NETBANKING,SUCCESS,QuickPay,Order ORD-500408 payment
PAY-100409,ORD-500409,CUS-200409,97625.46,INR,2026-08-10T14:31:34.377Z,WALLET,SUCCESS,PayGateway,Order ORD-500409 payment
PAY-100410,ORD-500410,CUS-200410,39642.35,INR,2026-08-17T06:57:27.273Z,NETBANKING,SUCCESS,PayGateway,Order ORD-500410 payment
PAY-100411,ORD-500411,CUS-200411,37079.63,INR,2026-07-10T15:13:50.465Z,NETBANKING,SUCCESS,QuickPay,Order ORD-500411 payment
PAY-100412,ORD-500412,CUS-200412,35841.2,INR,2026-07-26T03:19:41.903Z,WALLET,SUCCESS,SyntheticPay,Order ORD-500412 payment
PAY-100413,ORD-500413,CUS-200413,48914.29,INR,2026-07-17T11:43:00.573Z,NETBANKING,SUCCESS,QuickPay,Order ORD-500413 payment
PAY-100414,ORD-500414,CUS-200414,63338.76,INR,2026-07-30T04:20:56.533Z,NETBANKING,SUCCESS,PayGateway,Order ORD-500414 payment
PAY-100415,ORD-500415,CUS-200415,6861.17,INR,2026-08-02T18:17:56.908Z,CARD,SUCCESS,PayGateway,Order ORD-500415 payment
PAY-100416,ORD-500416,CUS-200416,42030.56,INR,2026-07-03T14:47:01.083Z,CARD,SUCCESS,PayGateway,Order ORD-500416 payment
PAY-100417,ORD-500417,CUS-200417,96218.93,INR,2026-07-09T09:55:29.961Z,UPI,SUCCESS,SyntheticPay,Order ORD-500417 payment
PAY-100418,ORD-500418,CUS-200418,51507.65,INR,2026-08-21T15:09:14.229Z,WALLET,SUCCESS,QuickPay,Order ORD-500418 payment
PAY-100419,ORD-500419,CUS-200419,96050.76,INR,2026-08-03T10:57:08.649Z,NETBANKING,SUCCESS,PayGateway,Order ORD-500419 payment
PAY-100420,ORD-500420,CUS-200420,46785.55,INR,2026-08-22T13:32:43.943Z,CARD,SUCCESS,PayGateway,Order ORD-500420 payment
PAY-100421,ORD-500421,CUS-200421,38679.12,INR,2026-08-24T03:40:29.464Z,CARD,SUCCESS,SyntheticPay,Order ORD-500421 payment
PAY-100422,ORD-500422,CUS-200422,68516.55,INR,2026-08-10T11:37:46.336Z,CARD,SUCCESS,QuickPay,Order ORD-500422 payment
PAY-100423,ORD-500423,CUS-200423,68591.8,INR,2026-08-02T01:42:04.876Z,UPI,SUCCESS,SyntheticPay,Order ORD-500423 payment
PAY-100424,ORD-500424,CUS-200424,27476.05,INR,2026-07-17T17:58:54.543Z,WALLET,SUCCESS,SyntheticPay,Order ORD-500424 payment
PAY-100425,ORD-500425,CUS-200425,60074.98,INR,2026-07-01T22:43:48.098Z,NETBANKING,SUCCESS,QuickPay,Order ORD-500425 payment
PAY-100426,ORD-500426,CUS-200426,55750.11,INR,2026-08-15T02:44:28.867Z,CARD,SUCCESS,QuickPay,Order ORD-500426 payment
PAY-100427,ORD-500427,CUS-200427,5658.12,INR,2026-07-23T00:37:13.182Z,UPI,SUCCESS,QuickPay,Order ORD-500427 payment
PAY-100428,ORD-500428,CUS-200428,69108.37,INR,2026-08-12T06:47:53.689Z,UPI,SUCCESS,SyntheticPay,Order ORD-500428 payment
PAY-100429,ORD-500429,CUS-200429,12387.18,INR,2026-07-06T05:28:26.320Z,CARD,SUCCESS,SyntheticPay,Order ORD-500429 payment
PAY-100430,ORD-500430,CUS-200430,98243.83,INR,2026-07-25T21:32:16.113Z,UPI,SUCCESS,PayGateway,Order ORD-500430 payment
PAY-100431,ORD-500431,CUS-200431,40178.74,INR,2026-07-06T12:10:36.089Z,CARD,SUCCESS,SyntheticPay,Order ORD-500431 payment
PAY-100432,ORD-500432,CUS-200432,13266.83,INR,2026-08-05T23:11:25.596Z,CARD,SUCCESS,PayGateway,Order ORD-500432 payment
PAY-100433,ORD-500433,CUS-200433,46765.97,INR,2026-08-27T20:01:57.227Z,CARD,SUCCESS,SyntheticPay,Order ORD-500433 payment
PAY-100434,ORD-500434,CUS-200434,5773.52,INR,2026-07-19T04:32:53.262Z,NETBANKING,SUCCESS,SyntheticPay,Order ORD-500434 payment
PAY-100435,ORD-500435,CUS-200435,71948.53,INR,2026-08-08T18:14:24.446Z,WALLET,SUCCESS,PayGateway,Order ORD-500435 payment
PAY-100436,ORD-500436,CUS-200436,98738.3,INR,2026-07-11T13:42:23.950Z,UPI,SUCCESS,SyntheticPay,Order ORD-500436 payment
PAY-100437,ORD-500437,CUS-200437,63195.69,INR,2026-08-19T05:30:49.642Z,NETBANKING,SUCCESS,QuickPay,Order ORD-500437 payment
PAY-100438,ORD-500438,CUS-200438,45624.02,INR,2026-07-24T18:04:43.390Z,WALLET,SUCCESS,QuickPay,Order ORD-500438 payment
PAY-100439,ORD-500439,CUS-200439,95504.34,INR,2026-07-10T14:38:47.703Z,NETBANKING,SUCCESS,QuickPay,Order ORD-500439 payment
PAY-100440,ORD-500440,CUS-200440,47930.88,INR,2026-08-20T15:41:47.339Z,CARD,SUCCESS,SyntheticPay,Order ORD-500440 payment
PAY-100441,ORD-500441,CUS-200441,76738.52,INR,2026-07-14T11:44:23.083Z,WALLET,SUCCESS,QuickPay,Order ORD-500441 payment
PAY-100442,ORD-500442,CUS-200442,93835.55,INR,2026-08-07T20:16:58.826Z,CARD,SUCCESS,SyntheticPay,Order ORD-500442 payment
PAY-100443,ORD-500443,CUS-200443,99621.33,INR,2026-08-14T02:41:31.062Z,WALLET,SUCCESS,QuickPay,Order ORD-500443 payment
PAY-100444,ORD-500444,CUS-200444,72172.51,INR,2026-08-13T17:13:14.055Z,UPI,SUCCESS,SyntheticPay,Order ORD-500444 payment
PAY-100445,ORD-500445,CUS-200445,14372.11,INR,2026-07-23T01:50:44.598Z,CARD,SUCCESS,SyntheticPay,Order ORD-500445 payment
PAY-100446,ORD-500446,CUS-200446,91101.07,INR,2026-08-04T09:52:46.899Z,UPI,SUCCESS,QuickPay,Order ORD-500446 payment
PAY-100447,ORD-500447,CUS-200447,21101.800000000003,INR,2026-07-15T10:55:49.493Z,WALLET,SUCCESS,QuickPay,Order ORD-500447 payment
PAY-100448,ORD-500448,CUS-200448,1508.65,INR,2026-07-09T19:17:46.271Z,WALLET,SUCCESS,SyntheticPay,Order ORD-500448 payment
PAY-100449,ORD-500449,CUS-200449,94365.85,INR,2026-07-07T16:07:17.467Z,NETBANKING,SUCCESS,PayGateway,Order ORD-500449 payment
PAY-100450,ORD-500450,CUS-200450,19163.25,INR,2026-08-27T02:23:40.052Z,CARD,SUCCESS,SyntheticPay,Order ORD-500450 payment
PAY-100451,ORD-500451,CUS-200451,57963.27,INR,2026-08-21T12:39:08.644Z,NETBANKING,SUCCESS,SyntheticPay,Order ORD-500451 payment
PAY-100452,ORD-500452,CUS-200452,60228.06,INR,2026-08-09T20:21:13.606Z,CARD,SUCCESS,QuickPay,Order ORD-500452 payment
PAY-100453,ORD-500453,CUS-200453,55571.31,INR,2026-08-19T13:28:11.798Z,NETBANKING,SUCCESS,PayGateway,Order ORD-500453 payment
PAY-100454,ORD-500454,CUS-200454,36134.3,INR,2026-08-28T00:48:00.336Z,UPI,SUCCESS,QuickPay,Order ORD-500454 payment
PAY-100455,ORD-500455,CUS-200455,83299.15,INR,2026-07-16T18:25:02.600Z,NETBANKING,SUCCESS,QuickPay,Order ORD-500455 payment
PAY-100456,ORD-500456,CUS-200456,48348.22,INR,2026-08-25T08:46:46.041Z,CARD,SUCCESS,PayGateway,Order ORD-500456 payment
PAY-100457,ORD-500457,CUS-200457,30699.73,INR,2026-08-18T08:51:26.978Z,UPI,SUCCESS,SyntheticPay,Order ORD-500457 payment
PAY-100458,ORD-500458,CUS-200458,35537.21,INR,2026-08-18T13:25:48.273Z,UPI,SUCCESS,SyntheticPay,Order ORD-500458 payment
PAY-100459,ORD-500459,CUS-200459,3777.27,INR,2026-08-13T05:00:58.548Z,CARD,SUCCESS,PayGateway,Order ORD-500459 payment
PAY-100460,ORD-500460,CUS-200460,93412.02,INR,2026-08-19T07:25:06.231Z,UPI,SUCCESS,SyntheticPay,Order ORD-500460 payment
PAY-100461,ORD-500461,CUS-200461,86656.42,INR,2026-08-26T03:07:56.022Z,UPI,SUCCESS,PayGateway,Order ORD-500461 payment
PAY-100462,ORD-500462,CUS-200462,16741.9,INR,2026-08-14T10:02:26.106Z,UPI,SUCCESS,QuickPay,Order ORD-500462 payment
PAY-100463,ORD-500463,CUS-200463,58595.43,INR,2026-07-29T20:14:18.283Z,WALLET,SUCCESS,SyntheticPay,Order ORD-500463 payment
PAY-100464,ORD-500464,CUS-200464,86557.94,INR,2026-07-29T03:54:51.188Z,WALLET,SUCCESS,SyntheticPay,Order ORD-500464 payment
PAY-100465,ORD-500465,CUS-200465,75599.27,INR,2026-08-20T23:35:01.770Z,UPI,SUCCESS,SyntheticPay,Order ORD-500465 payment
PAY-100466,ORD-500466,CUS-200466,82044.47,INR,2026-08-05T00:53:45.407Z,UPI,SUCCESS,PayGateway,Order ORD-500466 payment
PAY-100467,ORD-500467,CUS-200467,60504.87,INR,2026-07-12T16:49:06.622Z,NETBANKING,SUCCESS,PayGateway,Order ORD-500467 payment
PAY-100468,ORD-500468,CUS-200468,18510.32,INR,2026-08-24T14:45:33.331Z,UPI,SUCCESS,PayGateway,Order ORD-500468 payment
PAY-100469,ORD-500469,CUS-200469,66763.56,INR,2026-08-09T23:37:14.984Z,WALLET,SUCCESS,SyntheticPay,Order ORD-500469 payment
PAY-100470,ORD-500470,CUS-200470,99413.3,INR,2026-08-08T21:45:09.077Z,CARD,SUCCESS,QuickPay,Order ORD-500470 payment
PAY-100471,ORD-500471,CUS-200471,11679.46,INR,2026-07-26T06:56:16.667Z,WALLET,SUCCESS,SyntheticPay,Order ORD-500471 payment
PAY-100472,ORD-500472,CUS-200472,79813.69,INR,2026-08-10T08:55:50.911Z,UPI,SUCCESS,PayGateway,Order ORD-500472 payment
PAY-100473,ORD-500473,CUS-200473,55670.28,INR,2026-07-14T19:56:24.302Z,CARD,SUCCESS,SyntheticPay,Order ORD-500473 payment
PAY-100474,ORD-500474,CUS-200474,94021.81000000001,INR,2026-07-18T05:36:57.707Z,NETBANKING,SUCCESS,PayGateway,Order ORD-500474 payment
PAY-100475,ORD-500475,CUS-200475,53942.44,INR,2026-07-06T06:39:21.957Z,NETBANKING,SUCCESS,SyntheticPay,Order ORD-500475 payment
PAY-100476,ORD-500476,CUS-200476,85695.41,INR,2026-08-13T22:59:17.827Z,WALLET,SUCCESS,SyntheticPay,Order ORD-500476 payment
PAY-100477,ORD-500477,CUS-200477,69910.15,INR,2026-07-17T11:33:48.079Z,UPI,SUCCESS,SyntheticPay,Order ORD-500477 payment
PAY-100478,ORD-500478,CUS-200478,58090.19,INR,2026-08-13T08:08:50.326Z,UPI,SUCCESS,PayGateway,Order ORD-500478 payment
PAY-100479,ORD-500479,CUS-200479,35880.71,INR,2026-08-26T13:38:45.495Z,WALLET,SUCCESS,PayGateway,Order ORD-500479 payment
PAY-100480,ORD-500480,CUS-200480,41661.07,INR,2026-07-15T13:30:22.797Z,NETBANKING,SUCCESS,PayGateway,Order ORD-500480 payment
PAY-100481,ORD-500481,CUS-200481,17512.38,INR,2026-08-29T23:06:58.092Z,UPI,SUCCESS,QuickPay,Order ORD-500481 payment
PAY-100482,ORD-500482,CUS-200482,94920.51000000001,INR,2026-08-12T11:35:29.513Z,WALLET,SUCCESS,QuickPay,Order ORD-500482 payment
PAY-100483,ORD-500483,CUS-200483,3351.12,INR,2026-08-25T03:36:35.638Z,WALLET,SUCCESS,SyntheticPay,Order ORD-500483 payment
PAY-100484,ORD-500484,CUS-200484,68352.58,INR,2026-07-13T06:43:07.917Z,WALLET,SUCCESS,PayGateway,Order ORD-500484 payment
PAY-100485,ORD-500485,CUS-200485,47147.13,INR,2026-08-26T20:43:25.130Z,WALLET,SUCCESS,QuickPay,Order ORD-500485 payment
PAY-100486,ORD-500486,CUS-200486,31516.32,INR,2026-07-19T02:06:20.892Z,WALLET,SUCCESS,PayGateway,Order ORD-500486 payment
PAY-100487,ORD-500487,CUS-200487,47984.97,INR,2026-07-16T08:44:58.877Z,WALLET,SUCCESS,SyntheticPay,Order ORD-500487 payment
PAY-100488,ORD-500488,CUS-200488,40148.4,INR,2026-08-29T07:14:56.589Z,NETBANKING,SUCCESS,PayGateway,Order ORD-500488 payment
PAY-100489,ORD-500489,CUS-200489,17758.62,INR,2026-07-20T06:53:56.454Z,WALLET,SUCCESS,PayGateway,Order ORD-500489 payment
PAY-100490,ORD-500490,CUS-200490,70369.94,INR,2026-08-18T13:21:37.000Z,NETBANKING,SUCCESS,QuickPay,Order ORD-500490 payment
PAY-100491,ORD-500491,CUS-200491,69360.58,INR,2026-08-15T11:39:59.486Z,UPI,SUCCESS,SyntheticPay,Order ORD-500491 payment
PAY-100492,ORD-500492,CUS-200492,12525.11,INR,2026-07-12T21:48:00.823Z,NETBANKING,SUCCESS,PayGateway,Order ORD-500492 payment
PAY-100493,ORD-500493,CUS-200493,94454.82,INR,2026-08-26T06:47:55.138Z,NETBANKING,SUCCESS,PayGateway,Order ORD-500493 payment
PAY-100494,ORD-500494,CUS-200494,62956.07,INR,2026-07-26T03:17:15.526Z,NETBANKING,SUCCESS,PayGateway,Order ORD-500494 payment
PAY-100495,ORD-500495,CUS-200495,37827.95,INR,2026-07-11T18:03:56.040Z,UPI,SUCCESS,SyntheticPay,Order ORD-500495 payment
PAY-100496,ORD-500496,CUS-200496,41141.03,INR,2026-08-11T07:40:57.924Z,CARD,SUCCESS,QuickPay,Order ORD-500496 payment
PAY-100497,ORD-500497,CUS-200497,19887.13,INR,2026-07-23T00:13:11.266Z,NETBANKING,SUCCESS,SyntheticPay,Order ORD-500497 payment
PAY-100498,ORD-500498,CUS-200498,23612.63,INR,2026-08-01T12:51:21.930Z,CARD,SUCCESS,QuickPay,Order ORD-500498 payment
PAY-100499,ORD-500499,CUS-200499,58566.41,INR,2026-07-15T05:38:24.820Z,UPI,SUCCESS,QuickPay,Order ORD-500499 payment
PAY-100500,ORD-500500,CUS-200500,18578.11,INR,2026-07-09T18:03:06.537Z,WALLET,SUCCESS,QuickPay,Order ORD-500500 payment
