invoiceId,orderId,customerId,invoiceAmount,invoiceDate,currency,status,description
INV-900450,ORD-500450,CUS-200450,19163.25,2026-08-26T05:23:40.052Z,INR,PAID,Invoice for order ORD-500450
INV-900451,ORD-500451,CUS-200451,57963.27,2026-08-21T02:39:08.644Z,INR,PAID,Invoice for order ORD-500451
INV-900452,ORD-500452,CUS-200452,60228.06,2026-08-09T04:21:13.606Z,INR,PAID,Invoice for order ORD-500452
INV-900453,ORD-500453,CUS-200453,55571.31,2026-08-19T06:28:11.798Z,INR,PAID,Invoice for order ORD-500453
INV-900454,ORD-500454,CUS-200454,36134.3,2026-08-27T04:48:00.336Z,INR,PAID,Invoice for order ORD-500454
INV-900455,ORD-500455,CUS-200455,83299.15,2026-07-15T19:25:02.600Z,INR,PAID,Invoice for order ORD-500455
INV-900456,ORD-500456,CUS-200456,48348.22,2026-08-24T12:46:46.041Z,INR,PAID,Invoice for order ORD-500456
INV-900457,ORD-500457,CUS-200457,30699.73,2026-08-18T00:51:26.978Z,INR,PAID,Invoice for order ORD-500457
INV-900458,ORD-500458,CUS-200458,35537.21,2026-08-17T21:25:48.273Z,INR,PAID,Invoice for order ORD-500458
INV-900459,ORD-500459,CUS-200459,3777.27,2026-08-12T09:00:58.548Z,INR,PAID,Invoice for order ORD-500459
INV-900460,ORD-500460,CUS-200460,93412.02,2026-08-18T14:25:06.231Z,INR,PAID,Invoice for order ORD-500460
INV-900461,ORD-500461,CUS-200461,86656.42,2026-08-25T23:07:56.022Z,INR,PAID,Invoice for order ORD-500461
INV-900462,ORD-500462,CUS-200462,16741.9,2026-08-13T16:02:26.106Z,INR,PAID,Invoice for order ORD-500462
INV-900463,ORD-500463,CUS-200463,58595.43,2026-07-29T10:14:18.283Z,INR,PAID,Invoice for order ORD-500463
INV-900464,ORD-500464,CUS-200464,86090.98,2026-07-29T00:54:51.188Z,INR,PAID,Invoice for order ORD-500464
INV-900465,ORD-500465,CUS-200465,75599.27,2026-08-20T16:35:01.770Z,INR,PAID,Invoice for order ORD-500465
INV-900466,ORD-500466,CUS-200466,82044.47,2026-08-04T04:53:45.407Z,INR,PAID,Invoice for order ORD-500466
INV-900467,ORD-500467,CUS-200467,60504.87,2026-07-11T20:49:06.622Z,INR,PAID,Invoice for order ORD-500467
INV-900468,ORD-500468,CUS-200468,18510.32,2026-08-24T07:45:33.331Z,INR,PAID,Invoice for order ORD-500468
INV-900469,ORD-500469,CUS-200469,66763.56,2026-08-09T08:37:14.984Z,INR,PAID,Invoice for order ORD-500469
INV-900470,ORD-500470,CUS-200470,99413.3,2026-08-08T10:45:09.077Z,INR,PAID,Invoice for order ORD-500470
INV-900471,ORD-500471,CUS-200471,11679.46,2026-07-25T19:56:16.667Z,INR,PAID,Invoice for order ORD-500471
INV-900472,ORD-500472,CUS-200472,79813.69,2026-08-09T12:55:50.911Z,INR,PAID,Invoice for order ORD-500472
INV-900473,ORD-500473,CUS-200473,55670.28,2026-07-14T04:56:24.302Z,INR,PAID,Invoice for order ORD-500473
INV-900474,ORD-500474,CUS-200474,93900.21,2026-07-17T06:36:57.707Z,INR,PAID,Invoice for order ORD-500474
INV-900475,ORD-500475,CUS-200475,53942.44,2026-07-05T08:39:21.957Z,INR,PAID,Invoice for order ORD-500475
INV-900476,ORD-500476,CUS-200476,85695.41,2026-08-13T07:59:17.827Z,INR,PAID,Invoice for order ORD-500476
INV-900477,ORD-500477,CUS-200477,69910.15,2026-07-16T23:33:48.079Z,INR,PAID,Invoice for order ORD-500477
INV-900478,ORD-500478,CUS-200478,58090.19,2026-08-12T22:08:50.326Z,INR,PAID,Invoice for order ORD-500478
INV-900479,ORD-500479,CUS-200479,35880.71,2026-08-25T18:38:45.495Z,INR,PAID,Invoice for order ORD-500479
INV-900480,ORD-500480,CUS-200480,41661.07,2026-07-15T03:30:22.797Z,INR,PAID,Invoice for order ORD-500480
INV-900481,ORD-500481,CUS-200481,17470.49,2026-08-29T07:06:58.092Z,INR,PAID,Invoice for order ORD-500481
INV-900482,ORD-500482,CUS-200482,94738.19,2026-08-12T08:35:29.513Z,INR,PAID,Invoice for order ORD-500482
INV-900483,ORD-500483,CUS-200483,3351.12,2026-08-25T00:36:35.638Z,INR,PAID,Invoice for order ORD-500483
INV-900484,ORD-500484,CUS-200484,68352.58,2026-07-12T06:43:07.917Z,INR,PAID,Invoice for order ORD-500484
INV-900485,ORD-500485,CUS-200485,47147.13,2026-08-26T04:43:25.130Z,INR,PAID,Invoice for order ORD-500485
INV-900486,ORD-500486,CUS-200486,31516.32,2026-07-18T05:06:20.892Z,INR,PAID,Invoice for order ORD-500486
INV-900487,ORD-500487,CUS-200487,47758.57,2026-07-15T17:44:58.877Z,INR,PAID,Invoice for order ORD-500487
INV-900488,ORD-500488,CUS-200488,40148.4,2026-08-28T09:14:56.589Z,INR,PAID,Invoice for order ORD-500488
INV-900489,ORD-500489,CUS-200489,17758.62,2026-07-20T04:53:56.454Z,INR,PAID,Invoice for order ORD-500489
INV-900490,ORD-500490,CUS-200490,70369.94,2026-08-18T01:21:37.000Z,INR,PAID,Invoice for order ORD-500490
INV-900491,ORD-500491,CUS-200491,69360.58,2026-08-14T23:39:59.486Z,INR,PAID,Invoice for order ORD-500491
INV-900492,ORD-500492,CUS-200492,12525.11,2026-07-12T06:48:00.823Z,INR,PAID,Invoice for order ORD-500492
INV-900493,ORD-500493,CUS-200493,94454.82,2026-08-25T12:47:55.138Z,INR,PAID,Invoice for order ORD-500493
INV-900494,ORD-500494,CUS-200494,62956.07,2026-07-25T15:17:15.526Z,INR,PAID,Invoice for order ORD-500494
INV-900495,ORD-500495,CUS-200495,37827.95,2026-07-10T21:03:56.040Z,INR,PAID,Invoice for order ORD-500495
INV-900496,ORD-500496,CUS-200496,41141.03,2026-08-11T01:40:57.924Z,INR,PAID,Invoice for order ORD-500496
INV-900497,ORD-500497,CUS-200497,19887.13,2026-07-22T05:13:11.266Z,INR,PAID,Invoice for order ORD-500497
INV-900498,ORD-500498,CUS-200498,23612.63,2026-08-01T06:51:21.930Z,INR,PAID,Invoice for order ORD-500498
INV-900499,ORD-500499,CUS-200499,58566.41,2026-07-15T04:38:24.820Z,INR,PAID,Invoice for order ORD-500499
INV-900500,ORD-500500,CUS-200500,18578.11,2026-07-08T20:03:06.537Z,INR,PAID,Invoice for order ORD-500500
