bankTransactionId,referenceId,amount,transactionDate,currency,type,status,description
BANK-700462,PAY-100462,16741.9,2026-08-16T10:02:26.106Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500462
BANK-700463,PAY-100463,58595.43,2026-08-01T20:14:18.283Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500463
BANK-700464,PAY-100464,86090.98,2026-07-30T03:54:51.188Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500464
BANK-700465,PAY-100465,75599.27,2026-08-21T23:35:01.770Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500465
BANK-700466,PAY-100466,82044.47,2026-08-07T00:53:45.407Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500466
BANK-700467,PAY-100467,60504.87,2026-07-15T16:49:06.622Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500467
BANK-700468,PAY-100468,18510.32,2026-08-25T14:45:33.331Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500468
BANK-700470,PAY-100470,99413.3,2026-08-29T21:45:09.077Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500470
BANK-700472,PAY-100472,79813.69,2026-08-11T08:55:50.911Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500472
BANK-700473,PAY-100473,55670.28,2026-07-15T19:56:24.302Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500473
BANK-700474,PAY-100474,93900.21,2026-07-20T05:36:57.707Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500474
BANK-700475,PAY-100475,53942.44,2026-07-07T06:39:21.957Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500475
BANK-700476,PAY-100476,85695.41,2026-08-14T22:59:17.827Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500476
BANK-700478,PAY-100478,58090.19,2026-08-14T08:08:50.326Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500478
BANK-700479,PAY-100479,35880.71,2026-08-29T13:38:45.495Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500479
BANK-700480,PAY-100480,41661.07,2026-07-17T13:30:22.797Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500480
BANK-700481,PAY-100481,17470.49,2026-09-01T23:06:58.092Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500481
BANK-700482,PAY-100482,94738.19,2026-08-13T11:35:29.513Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500482
BANK-700483,PAY-100483,3351.12,2026-08-28T03:36:35.638Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500483
BANK-700485,PAY-100485,47147.13,2026-08-29T20:43:25.130Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500485
BANK-700486,PAY-100486,31303.65,2026-07-22T02:06:20.892Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500486
BANK-700487,PAY-100487,47758.57,2026-07-17T08:44:58.877Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500487
BANK-700488,PAY-100488,40148.4,2026-09-01T07:14:56.589Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500488
BANK-700489,PAY-100489,17758.62,2026-07-21T06:53:56.454Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500489
BANK-700490,PAY-100490,70369.94,2026-08-19T13:21:37.000Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500490
BANK-700491,PAY-100491,69360.58,2026-08-16T11:39:59.486Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500491
BANK-700492,PAY-100492,12525.11,2026-07-15T21:48:00.823Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500492
BANK-700494,PAY-100494,62956.07,2026-07-28T03:17:15.526Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500494
BANK-700495,PAY-100495,37827.95,2026-07-13T18:03:56.040Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500495
BANK-700496,PAY-100496,41141.03,2026-08-13T07:40:57.924Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500496
BANK-700497,PAY-100497,19887.13,2026-07-26T00:13:11.266Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500497
BANK-700499,PAY-100499,58566.41,2026-07-30T05:38:24.820Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500499
BANK-700501,PAY-100008,38135.86,2026-08-14T22:31:31.569Z,INR,CREDIT,SETTLED,Duplicate: QuickPay settlement ORD-500008
BANK-700502,PAY-100030,30408.11,2026-08-13T18:52:55.579Z,INR,CREDIT,SETTLED,Duplicate: SyntheticPay settlement ORD-500030
BANK-700503,PAY-100043,75381.62999999999,2026-07-20T19:08:24.441Z,INR,CREDIT,SETTLED,Duplicate: QuickPay settlement ORD-500043
BANK-700504,PAY-100065,23538.38,2026-08-25T17:48:07.961Z,INR,CREDIT,SETTLED,Duplicate: SyntheticPay settlement ORD-500065
BANK-700505,PAY-100073,15911.359999999999,2026-07-14T23:27:29.711Z,INR,CREDIT,SETTLED,Duplicate: SyntheticPay settlement ORD-500073
BANK-700506,PAY-100098,33640.42,2026-08-22T11:19:29.469Z,INR,CREDIT,SETTLED,Duplicate: QuickPay settlement ORD-500098
BANK-700507,PAY-100122,44560.829999999994,2026-08-08T10:05:38.160Z,INR,CREDIT,SETTLED,Duplicate: QuickPay settlement ORD-500122
BANK-700508,PAY-100139,88792.87000000001,2026-08-09T06:06:42.952Z,INR,CREDIT,SETTLED,Duplicate: PayGateway settlement ORD-500139
BANK-700509,PAY-100166,55034.19,2026-07-31T22:37:22.263Z,INR,CREDIT,SETTLED,Duplicate: PayGateway settlement ORD-500166
BANK-700510,PAY-100175,63171.77,2026-07-05T13:45:43.193Z,INR,CREDIT,SETTLED,Duplicate: PayGateway settlement ORD-500175
BANK-700511,PAY-100182,905.36,2026-08-12T04:59:50.043Z,INR,CREDIT,SETTLED,Duplicate: PayGateway settlement ORD-500182
BANK-700512,PAY-100191,84260.83,2026-07-31T07:10:53.485Z,INR,CREDIT,SETTLED,Duplicate: SyntheticPay settlement ORD-500191
BANK-700513,PAY-100255,45193.11,2026-07-11T04:34:12.310Z,INR,CREDIT,SETTLED,Duplicate: QuickPay settlement ORD-500255
BANK-700514,PAY-100281,36092.24,2026-07-07T14:42:01.226Z,INR,CREDIT,SETTLED,Duplicate: QuickPay settlement ORD-500281
BANK-700515,PAY-100282,43866.37,2026-08-08T16:37:34.660Z,INR,CREDIT,SETTLED,Duplicate: PayGateway settlement ORD-500282
BANK-700516,PAY-100286,81077.75,2026-07-16T22:33:10.990Z,INR,CREDIT,SETTLED,Duplicate: QuickPay settlement ORD-500286
BANK-700517,PAY-100327,84690.16,2026-07-08T09:22:40.043Z,INR,CREDIT,SETTLED,Duplicate: QuickPay settlement ORD-500327
BANK-700518,PAY-100328,14099.92,2026-08-10T11:25:38.274Z,INR,CREDIT,SETTLED,Duplicate: SyntheticPay settlement ORD-500328
BANK-700519,PAY-100380,69281.66,2026-08-05T00:49:13.013Z,INR,CREDIT,SETTLED,Duplicate: PayGateway settlement ORD-500380
BANK-700520,PAY-100383,13719.37,2026-08-03T02:47:45.940Z,INR,CREDIT,SETTLED,Duplicate: QuickPay settlement ORD-500383
BANK-700521,PAY-100386,70978.3,2026-07-16T05:35:23.057Z,INR,CREDIT,SETTLED,Duplicate: SyntheticPay settlement ORD-500386
BANK-700522,PAY-100446,91085.21,2026-08-05T18:52:46.899Z,INR,CREDIT,SETTLED,Duplicate: QuickPay settlement ORD-500446
BANK-700523,PAY-100449,94354.51000000001,2026-07-09T04:07:17.467Z,INR,CREDIT,SETTLED,Duplicate: PayGateway settlement ORD-500449
BANK-700524,PAY-100451,57960.1,2026-08-22T17:39:08.644Z,INR,CREDIT,SETTLED,Duplicate: SyntheticPay settlement ORD-500451
BANK-700525,PAY-100478,58086.83,2026-08-14T12:08:50.326Z,INR,CREDIT,SETTLED,Duplicate: PayGateway settlement ORD-500478
BANK-700526,UNKNOWN-REF-1208,45926.16,2026-08-18T10:20:44.097Z,INR,CREDIT,SETTLED,Unmatched transaction BANK-700526
BANK-700527,UNKNOWN-REF-8953,24085.66,2026-08-25T23:58:03.237Z,INR,DEBIT,SETTLED,Unmatched transaction BANK-700527
BANK-700528,UNKNOWN-REF-7345,46004.52,2026-07-24T16:26:55.299Z,INR,CREDIT,SETTLED,Unmatched transaction BANK-700528
BANK-700529,UNKNOWN-REF-5686,5133.99,2026-07-17T20:23:57.981Z,INR,DEBIT,SETTLED,Unmatched transaction BANK-700529
BANK-700530,UNKNOWN-REF-6309,44698.04,2026-07-18T10:04:08.971Z,INR,DEBIT,SETTLED,Unmatched transaction BANK-700530
BANK-700531,UNKNOWN-REF-3074,23854.23,2026-08-18T04:28:42.308Z,INR,CREDIT,SETTLED,Unmatched transaction BANK-700531
BANK-700532,UNKNOWN-REF-5013,22836.7,2026-07-17T22:43:51.629Z,INR,CREDIT,SETTLED,Unmatched transaction BANK-700532
BANK-700533,UNKNOWN-REF-4827,41561.34,2026-08-06T07:22:50.290Z,INR,CREDIT,SETTLED,Unmatched transaction BANK-700533
BANK-700534,UNKNOWN-REF-3178,2747.53,2026-08-08T05:43:38.347Z,INR,DEBIT,SETTLED,Unmatched transaction BANK-700534
BANK-700535,UNKNOWN-REF-3992,35386.37,2026-07-19T16:55:06.433Z,INR,CREDIT,SETTLED,Unmatched transaction BANK-700535
BANK-700536,UNKNOWN-REF-6218,28859.87,2026-07-06T22:43:46.499Z,INR,CREDIT,SETTLED,Unmatched transaction BANK-700536
BANK-700537,UNKNOWN-REF-1745,5391.07,2026-07-21T05:53:59.425Z,INR,DEBIT,SETTLED,Unmatched transaction BANK-700537
BANK-700538,UNKNOWN-REF-9438,26679.4,2026-07-04T05:53:49.518Z,INR,DEBIT,SETTLED,Unmatched transaction BANK-700538
BANK-700539,UNKNOWN-REF-6492,9751.35,2026-07-16T03:59:15.879Z,INR,CREDIT,SETTLED,Unmatched transaction BANK-700539
BANK-700540,UNKNOWN-REF-7546,39130.89,2026-08-07T11:29:10.641Z,INR,DEBIT,SETTLED,Unmatched transaction BANK-700540
BANK-700541,UNKNOWN-REF-4287,28409.38,2026-07-15T21:03:34.089Z,INR,CREDIT,SETTLED,Unmatched transaction BANK-700541
BANK-700542,UNKNOWN-REF-2469,41869.76,2026-08-23T14:57:36.657Z,INR,CREDIT,SETTLED,Unmatched transaction BANK-700542
BANK-700543,UNKNOWN-REF-8563,4494.53,2026-08-07T14:03:57.782Z,INR,CREDIT,SETTLED,Unmatched transaction BANK-700543
BANK-700544,UNKNOWN-REF-9495,36162.36,2026-07-13T13:35:51.661Z,INR,DEBIT,SETTLED,Unmatched transaction BANK-700544
BANK-700545,UNKNOWN-REF-9167,13612.96,2026-07-21T17:23:29.859Z,INR,CREDIT,SETTLED,Unmatched transaction BANK-700545
BANK-700546,UNKNOWN-REF-7716,20134.92,2026-08-04T04:36:10.805Z,INR,CREDIT,SETTLED,Unmatched transaction BANK-700546
BANK-700547,UNKNOWN-REF-9719,12106.09,2026-08-12T04:42:46.157Z,INR,DEBIT,SETTLED,Unmatched transaction BANK-700547
BANK-700548,UNKNOWN-REF-5788,37991.41,2026-08-26T06:42:54.044Z,INR,CREDIT,SETTLED,Unmatched transaction BANK-700548
BANK-700549,UNKNOWN-REF-9274,12577.68,2026-08-27T10:21:29.186Z,INR,DEBIT,SETTLED,Unmatched transaction BANK-700549
BANK-700550,UNKNOWN-REF-7006,7800.02,2026-08-16T05:18:59.885Z,INR,CREDIT,SETTLED,Unmatched transaction BANK-700550
